id,category_key,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_title,source_url,publication_status,quality_note
general4_0001,Edebiyat,ku-kmr,"Di edebiyatê de, epîk bi gelemperî çi cure nivîsê ye?",Helbesteke dirêj a vegotinî ku li ser karekî girîng û lehengiyê disekine.,Raporêkî zanistî ku tenê bi hejmaran hatiye nivîsandin.,Nivîsara kurt a ku tenê peyama bazirganiyê dide.,Dîyalogek bê çîrok û bê karakter.,A,Poetry Foundation epîkê wekî helbesteke dirêj a vegotinî dide pênasekirin ku leheng di kareke girîng a mîtolojîk an dîrokî de beşdar dibe.,1,Epic – Poetry Foundation,https://www.poetryfoundation.org/categories/epic,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0002,Edebiyat,ku-kmr,Çima çîrokên epîk dikarin ji bo naskirina bîra civakî girîng bin?,"Ji ber ku dikarin dîrok, nirx û nêrînên civakekê di nav vegotinê de bigihînin nifşên din.",Ji ber ku hemû çîrokên epîk belgeyên fermî yên dewletê ne.,Ji ber ku epîk tenê li ser cografyaya fizîkî diaxive.,Ji ber ku di epîkê de kesayetî û civak qet nayên nîqaşkirin.,A,"Vegotina epîk dikare bîr, nirx û nêrînên civakî hilgire; lê divê ji belgeyên dîrokî re bi rexneyekî berawirdkar bê xwendin.",2,Epic – Poetry Foundation,https://www.poetryfoundation.org/categories/epic,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0003,Edebiyat,ku-kmr,"Li gorî Poetry Foundation, çima navê Homer bi kevneşopiya devkî re tê girêdan?",Ji ber ku Îlyada û Odîseya bi kevneşopiyekê re têkildar in ku ji aliyê gelek vegêran ve hatiye parastin û guhertin.,Ji ber ku Homer nivîskarê hemû pirtûkên kevn ên Yewnanî ye.,Ji ber ku ew tenê nivîskarê romana nûjen bû.,Ji ber ku li ser jiyana wî hemû belge bi awayekî bê nîqaş hene.,A,Poetry Foundation diyar dike ku di derbarê Homer de agahî kêm e û Îlyada û Odîseya bi kevneşopiyeke devkî û gelek vegêran re têkildar in.,2,Homer – Poetry Foundation,https://www.poetryfoundation.org/poets/homer,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0004,Edebiyat,ku-kmr,UNESCO çima pirtûk û çîrokan ji bo cûrbecûrbûna çandî girîng dibîne?,"Ji ber ku ew dikarin di navbera nifş, civak û çandên cuda de têgihiştin û parvekirina zanînê pêş bixin.",Ji ber ku pirtûk tenê ji bo bazirganiyê hatine çêkirin.,Ji ber ku çîrok divê tenê bi yek ziman bêne nivîsandin.,Ji ber ku xwendin bi jiyana civakî re têkildar nîne.,A,"UNESCO pirtûk û çîrokan wekî amûrên ramîn, fêrbûn, parastina mîrasê û girêdana çandên cuda dide naskirin.",2,World Book Capital – UNESCO,https://www.unesco.org/en/world-book-capital,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0005,Muzîk,ku-kmr,"Li gorî UNESCO, muzîk di civakan de bi gelemperî çi rolê heye?","Dikare beşeke merasîm, festîval, kevneşopiya devkî û jiyana civakî be.",Tenê di salonên konserê de tê bikaranîn.,Tenê ji bo hestên kesane ye û rola civakî nîne.,Divê ji hemû çandên din bê veqetandin.,A,"UNESCO muzîkê hunereke gerdûnî dibîne ku gelek caran bi merasîm, bûyerên festîvalî û kevneşopiyên devkî re têkildar e.",1,Performing Arts – UNESCO,https://ich.unesco.org/en/performing-arts-00054,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0006,Muzîk,ku-kmr,"Di muzîkê de, çima stran dikare dîroka civakekê bigihîne nifşên nû?","Ji ber ku gotin, melodi û performans dikarin bûyer, hest û bîra civakî hilgirin.",Ji ber ku hemû stran belgeyên dadgehê ne.,Ji ber ku muzîk tenê bi amûrên lêdanê tê çêkirin.,Ji ber ku stran divê bê gotin û bê wate be.,A,UNESCO balê dikişîne ser aliyê muzîkê yê civakî û dîrokî; stran dikare bîra civakê bi awayekî zindî biparêze.,2,Performing Arts – UNESCO,https://ich.unesco.org/en/performing-arts-00054,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0007,Muzîk,ku-kmr,"Di arşîva Library of Congress de, çi taybetmendî jazzê bi awayekî berbiçav nîşan dide?","Jazz di navbera performans, tomarkirin û dîroka civakî de wekî mîraseke muzîkî tê parastin.",Jazz tenê wekî muzîka bê arşîv hatiye dîtin.,Jazz ji stran û performansê bêpar e.,Arşîv tenê notên muzîkê yên sedsala navîn hildigre.,A,"Library of Congress koleksiyonên tomarkirî, belge û çavkaniyên dîrokî yên jazzê wekî beşek ji dîroka muzîk û civakê nîşan dide.",2,Jazz – Library of Congress,https://www.loc.gov/collections/songs-of-america/articles-and-essays/musical-styles/popular-songs-of-the-day/jazz/,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0008,Muzîk,ku-kmr,Çima tomarkirina dengê hunermendan ji bo lêkolîna dîroka muzîkê girîng e?,"Ji ber ku deng, şêwaz û vegotina hunermendê wekî delîlên zindî dikare were dîtin.",Ji ber ku tomarkirin her carê performansê bê wate dike.,Ji ber ku deng dikare tenê di muzeyê de bê guhdarîkirin.,Ji ber ku tomarkirin qet nikare çandê nîşan bide.,A,"Tomarkirinên dîrokî hem performansê diparêzin hem jî rê didin lêkolîneran ku şêwaz, deng û şertên civakî binirxînin.",3,Mister Jelly Roll – Library of Congress,https://www.loc.gov/item/2021687989/,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0009,Dîrok,ku-kmr,"Li gorî National Archives, Qanûna Mafên Sivîl a Dewletên Yekbûyî ya 1964-an çi qedexe kir?","Cudahîkirina li cihên giştî û cudahîkarî di karûbarê de li ser bingehên wekî nijad, ol û neteweyî.",Hemû rêxistinên civakî ji bo her kesê qedexe kir.,Hemû zimanên cuda ji dibistanan derxist.,Tenê rêwîtiya navbera eyaletan qedexe kir.,A,"National Archives diyar dike ku qanûnê cudahîkarî li cihên giştî, dibistan û karûbarê li ser bingehên wekî nijad, reng, ol û eslê neteweyî qedexe kir.",1,Civil Rights Act of 1964 – National Archives,https://www.archives.gov/milestone-documents/civil-rights-act,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0010,Dîrok,ku-kmr,Qanûna Mafên Sivîl a 1964-an çima ji bo dîroka wekheviyê bûyereke girîng tê hesibandin?,Ji ber ku parastina li hember cudahîkarî di çend qadên jiyana giştî de bi qanûnê ve girê da.,Ji ber ku tenê navê qanûnan guhert.,Ji ber ku mafên mirovan ji jiyana giştî derxist.,Ji ber ku tenê li ser perwerdeya hunerî rawesta.,A,"Qanûnê cudahîkarî li cihên giştî, perwerde û karûbarê hedef girt; ji ber vê yekê bandora wê ji yek qada taybet mezintir bû.",2,Civil Rights Act of 1964 – National Archives,https://www.archives.gov/milestone-documents/civil-rights-act,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0011,Dîrok,ku-kmr,Koleksiyona Civil Rights History Project ya Library of Congress bi kîjan rêbazê bîra dîrokî berfireh dike?,Bi tomarkirina hevpeyvînên devkî û parastina tecrûbeyên kesên ku beşdarî têkoşînê bûne.,Bi rakirina şahidiyên kesane ji lêkolînê.,Bi tenê berhevkirina wêneyên bê nav.,Bi qedexekirina gihiştina giştî bi arşîvê.,A,Library of Congress dibêje projeyê hevpeyvînên devkî û materyalên kesên beşdarî têkoşîna mafên sivîl bûne berhev dike.,2,Civil Rights History Project – Library of Congress,https://www.loc.gov/collections/civil-rights-history-project/about-this-collection/,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0012,Dîrok,ku-kmr,"Di xwendina dîrokê de, çima hevpeyvîna devkî divê bi çavkaniyên din re bê berawirdkirin?","Ji bo ku bîra kesane bi belge, dîroka bûyeran û çavkaniyên cuda re were nirxandin.",Ji ber ku hevpeyvîn her tim ji belgeyê rasttir e.,Ji ber ku çavkaniyên nivîskî qet wateyên kesane nagirin.,Ji ber ku berawirdkirin di lêkolîna dîrokê de ne pêwîst e.,A,Hevpeyvîna devkî bîra kesane dide; berawirdkirina wê bi çavkaniyên din re hem hêza wê hem jî sînorên wê nîşan dide.,3,Civil Rights History Project – Library of Congress,https://www.loc.gov/collections/civil-rights-history-project/about-this-collection/,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0013,Siyaset,ku-kmr,UNESCO çima mafê xwendin û nivîsandinê bi jiyana demokratîk re girîng dibîne?,"Ji ber ku xwendin û nivîsandin gihiştina agahiyê, beşdarbûn û derbirîna azad hêsantir dike.",Ji ber ku xwendin tenê ji bo karê bazirganiyê ye.,Ji ber ku nivîsandin divê ji civakê re bê veqetandin.,Ji ber ku mafê xwendinê tenê ji bo kesên pispor e.,A,"UNESCO xwendin û nivîsandin bi mafê agahiyê, fêrbûna domdar, beşdarbûn û derbirîna azad re girê dide.",2,World Book Capital – UNESCO,https://www.unesco.org/en/world-book-capital,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0014,Siyaset,ku-kmr,"Di bernameya UNESCO ya Paytexta Cîhanî ya Pirtûkê de, armanca sereke ya bajarên hilbijartî çi ye?","Pêşxistina xwendinê, jiyana nivîsandinê, gihiştina pirtûkan û çandina parvekirina zanînê.",Tenê sazkirina pêşangeheke salane ya bazirganiyê.,Qedexekirina pirtûkên bi zimanên cuda.,Guhertina hemû pirtûkxaneyan bo navendên werzîşê.,A,"UNESCO diyar dike ku bajarên hilbijartî bernameyên xwendinê, nivîsandinê, jiyana çandî û gihiştina wekhev bi pirtûkan re pêş dixin.",3,World Book Capital – UNESCO,https://www.unesco.org/en/world-book-capital,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0015,Çand,ku-kmr,"Li gorî UNESCO, mîrasa çandî ya bê-maddî çima tenê bi tiştên kevn re nayê sînorkirin?","Ji ber ku ew kevneşopiyên zindî, zanîn, huner û pratîkên niha jî dihewîne.",Ji ber ku mîras tenê avahiyên kevn e.,Ji ber ku kevneşopî divê ji jiyana rojane bêne derxistin.,Ji ber ku mîras qet nayê veguhastin.,A,UNESCO mîrasa bê-maddî wekî tiştên kevn tenê nabîne; ew pratîkên zindî yên civakên îro jî dihewîne.,1,What is Intangible Cultural Heritage? – UNESCO,https://ich.unesco.org/en/what-is-intangible-heritage-00003?lang=en,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0016,Çand,ku-kmr,"Di parastina mîrasa bê-maddî de, çima beşdariya civaka ku wê mîrasê hildigre girîng e?","Ji ber ku civak xwe dizane ka pratîk çawa tê jiyîn, hînkirin û bi şertên nû re domandin.",Ji ber ku tenê saziyên derveyî dikarin wateya mîrasê bizanin.,Ji ber ku parastin divê pratîkê ji kesan veqetîne.,Ji ber ku civak di veguhastina mîrasê de rolek nîne.,A,Mîrasa bê-maddî di jiyana civakê de zindî ye; beşdariya hildêrên wê ji bo parastina wate û domandina wê bingehîn e.,2,What is Intangible Cultural Heritage? – UNESCO,https://ich.unesco.org/en/what-is-intangible-heritage-00003?lang=en,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
