id,category_key,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_title,source_url,publication_status,quality_note
general2_0001,Ziman,ku-kmr,"Li gorî UNESCO, Dekada Navneteweyî ya Zimanên Gelên Xwecihî kîjan salan dihewîne?",2022–2032.,2003–2013.,1932–1942.,2010–2020.,A,UNESCO dibêje ku Neteweyên Yekbûyî Dekada Navneteweyî ya Zimanên Gelên Xwecihî ji 2022 heta 2032an ragihandiye.,2,Multilingualism and Linguistic Diversity – UNESCO,https://www.unesco.org/en/multilingualism-linguistic-diversity?hub=67103,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0002,Ziman,ku-kmr,"Li gorî UNESCO, «Universal Acceptance» di cîhê dîjîtal de çi armancê dike?","Navên domain û navnîşanên e-nameyê bi her ziman, nivîs û karakterî re bixebitin.",Tenê navnîşanên bi alfabeya latînî qebûl bike.,Hemû zimanên kêm-bikarhatî ji internetê dûr bixe.,Tenê yek ziman ji bo hemû platforman hilbijêre.,A,UNESCO Universal Acceptance wekî prensîbek ji bo jîngeheke dîjîtal a zimanpirr dide naskirin ku domain û e-name bi her ziman û nivîsê re bixebitin.,3,Multilingualism and Linguistic Diversity – UNESCO,https://www.unesco.org/en/multilingualism-linguistic-diversity?hub=67103,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0003,Dîrok,ku-kmr,Şoreşa Meksîkayê bi gelemperî di kîjan salê de dest pê kir?,1910an.,1789an.,1804an.,1947an.,A,Şoreşa Meksîkayê di sala 1910an de dest pê kir û ji bo salên dirêj guhertinên siyasî û civakî li pey xwe anîn.,2,Mexican Revolution – Encyclopaedia Britannica,https://www.britannica.com/event/Mexican-Revolution,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0004,Dîrok,ku-kmr,"Di dîroka Afrîkaya Başûr de, hilbijartina 1994an çima girîng bû?",Ji ber ku hilbijartina neteweyî ya yekem a bi beşdarbûna hemû nijadên sereke re bû û destpêka demokrasiyeke nû bû.,Ji ber ku wê yekem car apartheid ava kir.,Ji ber ku wê Rêya Îpekê ji nû ve vekir.,Ji ber ku wê zimanên fermî ji nav birin.,A,Hilbijartina 1994an di Afrîkaya Başûr de di qonaxa derketina ji apartheidê û avakirina rêveberiyeke demokratîk de bû.,3,South Africa – Encyclopaedia Britannica,https://www.britannica.com/place/South-Africa/From-apartheid-to-democracy,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0005,Dîrok,ku-kmr,Rêya Îpekê çi bû?,"Toreke rê û bazirganiyê ku herêmên Asyayê, Rojhilatê Navîn û Ewropa bi hev ve girê dida.",Tenê yek rêya asfaltî ya di nav Çînê de.,Tenê rêya deryayî ya di nav Okyanûsa Atlantîkê de.,Tenê navê kovareke dîrokî ya li Şamê.,A,"Rêya Îpekê navê toreke rê û têkiliyên bazirganiyê ye ku di navbera herêmên Asyayê, Rojhilatê Navîn û Ewropayê de danûstandin hêsan dikir.",2,Silk Road – Encyclopaedia Britannica,https://www.britannica.com/topic/Silk-Road-trade-route,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0006,Dîrok,ku-kmr,Apartheid di dîroka Afrîkaya Başûr de bi kîjan awayî tê pênasekirin?,Pergaleke cudakirina nijadî û siyasî ya ku mafên piraniya gelê sînordar dikir.,Rêbazeke parastina mirasa bê-maddî ya UNESCO.,Cureyekî perwerdehiya zimanpirr.,Toreke bazirganiyê ya di navbera Asya û Ewropayê de.,A,Apartheid pergaleke cudakirina nijadî û siyasî bû ku di Afrîkaya Başûr de maf û beşdarbûna piraniya gelê sînordar dikir.,3,South Africa – Encyclopaedia Britannica,https://www.britannica.com/place/South-Africa/From-apartheid-to-democracy,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0007,Cografya,ku-kmr,"Li gorî UNESCO, peyva «peyzaja çandî» çi têkiliyê di navbera mirovan û xwezayê de nîşan dide?",Têkiliyeke dîrokî û domdar ku mirov û civak bi hawirdorê re ava kiriye.,Têkiliyeke ku mirov ji xwezayê bi tevahî cuda dike.,Tenê nexşeyeke avahiyên bajarî bê hawirdor.,Tenê qadeke ku qet ji aliyê mirovan ve nehatiye bikaranîn.,A,"UNESCO peyzajên çandî wekî encama têkiliya dirêj a mirov, civak û hawirdorê dide pênasekirin.",2,Cultural Landscapes – UNESCO World Heritage Centre,https://whc.unesco.org/en/culturallandscape,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0008,Cografya,ku-kmr,"Li gorî UNESCO, cihên Mirasê Cîhanê li ser kîjan bingehê wekî mirasa hemû gelan tên dîtin?",Li ser bingeha ku nirxa wan ji sînorên welatekî wêdetir e.,Tenê li ser bingeha ku hemû li paytextan in.,Tenê li ser bingeha ku tenê yek gel wan ava kiriye.,Li ser bingeha ku mirov divê ji wan dûr bimînin.,A,"Navenda Mirasê Cîhanê dibêje cihên lîsteyê, bêyî ku li kîjan welatê bin, ji aliyê hemû gelên cîhanê ve wekî miras tên dîtin.",2,World Heritage – UNESCO,https://whc.unesco.org/en/about/,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0009,Çand,ku-kmr,"Li gorî UNESCO, çandî-diversîte çi dide nîşandan?","Rêyên cuda yên ku kom û civak çanda xwe nîşan didin, digihînin û pêş dixin.",Yek rêbazê ku divê hemû civak bişopînin.,Tenê dabeşkirina mirovan li gorî welatê wan.,Tenê parastina avahiyên kevn.,A,"UNESCO çandî-diversîte bi awayên cuda yên derbirîna, hilberîna, belavkirina û parvekirina çandê ve girê dide.",2,Diversity of Cultural and Natural Heritage – UNESCO,https://whc.unesco.org/en/glossary/231,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0010,Çand,ku-kmr,"Li gorî UNESCO, çima civak divê di parastina mirasa xwe de rolekî bingehîn hebe?",Ji ber ku civakên ku mirasê çêdikin û didomînin divê wê wekî mirasa xwe nas bikin.,Ji ber ku tenê sazîyên navneteweyî dikarin mirasê nas bikin.,Ji ber ku miras tenê piştî ku ji jiyanê were rakirin dipareze.,Ji ber ku miras divê ji komên ku wê diafirînin ve bê veqetandin.,A,"UNESCO dibêje mirasa bê-maddî tenê dema ku kom, komik an kesên wê çêdikin wê wekî mirasa xwe nas bikin tê parastin.",3,What is Intangible Cultural Heritage? – UNESCO,https://ich.unesco.org/en/what-is-intangible-heritage-00003?lang=en,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
