id,category_key,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_title,source_url,publication_status,quality_note
general1_0001,Ziman,ku-kmr,Kîjan rêza zimanên fermî yên Neteweyên Yekbûyî rast e?,"Erebî, Çînî, Îngilîzî, Fransî, Rûsî û Spanî.","Kurmancî, Soranî, Zazakî, Erebî, Îngilîzî û Fransî.","Latînî, Yewnanî, Farsî, Erebî, Rûsî û Çînî.","Îngilîzî, Almanî, Îtalî, Spanî, Japonî û Hindî.",A,"Li gorî malpera Neteweyên Yekbûyî, şeş zimanên fermî Erebî, Çînî, Îngilîzî, Fransî, Rûsî û Spanî ne.",1,Official Languages – United Nations,https://www.un.org/en/our-work/official-languages,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0002,Ziman,ku-kmr,"Li gorî UNESCO, ziman di kevneşopiyên devkî de kîjan erkê girîng dike?","Wekî amûrekî veguhastina zanîn, nirxên civakî û bîranîna komî.",Wekî amûrekî ku çîrokên devkî ji civakê cuda dike.,Wekî şertê ku hemû çîrok tenê bi nivîsê werin vegotin.,Wekî navê yekîneyeke siyasî ya navneteweyî.,A,"UNESCO dibêje kevneşopiyên devkî û ziman zanîn, nirxên civakî û bîranîna komî ji nifşekê bo nifşekî din digihînin.",2,Oral Traditions and Expressions – UNESCO,https://ich.unesco.org/en/oral-traditions-and-expressions-00053,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0003,Dîrok,ku-kmr,"Di Şoreşa Fransayê de, Danezana Mafên Mirov û Welatiyê di kîjan salê de hate pejirandin?",1789an.,1804an.,1917an.,1945an.,A,Danezana Mafên Mirov û Welatiyê di çarçoveya Şoreşa Fransayê de di sala 1789an de hate pejirandin.,2,French Revolution – Encyclopaedia Britannica,https://www.britannica.com/event/French-Revolution,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0004,Dîrok,ku-kmr,Şoreşa Haîtî çi wekî encameke dîrokî girîng dide nîşandan?,Serhildana bi ser ketî ya koleyan li dijî serdestîya kolonyalî ya Fransayê û damezrandina Haîtî ya serbixwe di 1804an de.,Girtina Stenbolê ji aliyê Fransayê ve di 1789an de.,Damezrandina Neteweyên Yekbûyî di 1945an de.,Guherîna alfabeya Hawarê di 1932an de.,A,Şoreşa Haîtî ji 1791 heta 1804 dom kir û bi serketina serhildana koleyan û serxwebûna Haîtî re encam da.,3,Haitian Revolution – Encyclopaedia Britannica,https://www.britannica.com/event/Haitian-Revolution,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0005,Dîrok,ku-kmr,Meşa Xwê ya Gandhi di sala 1930an de li dijî kîjan polîtîkayê bû?,Li dijî monopola û bacê xwê ya hukûmeta Brîtanyayê li Hindistanê.,Li dijî qedexeya zimanên herêmî ya UNESCO.,Li dijî avakirina Neteweyên Yekbûyî.,Li dijî weşandina kovara Hawarê.,A,Meşa Xwê çalakiyeke ne-şîddetî ya neobedîya medenî bû ku monopola xwê û bacê ya Brîtanyayê li Hindistanê dike hedef.,2,Gandhi’s Salt March – TIME,https://time.com/3741458/influential-protests/,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0006,Dîrok,ku-kmr,"Di tevgera serxwebûna Hindistanê de, «neobedîya medenî» bi kîjan awayî tê fêmkirin?","Bi redkirina çalak a qanûnên adaletsiz û bi protestoya civakî, bi girîngiya rêbaza ne-şîddetî di hin qonaxan de.",Bi qebûlkirina bê şert a hemû qanûnên kolonyalî.,Bi rakirina hemû çalakiyên civakî ji tevgerê.,Bi tenê bi weşandina pirtûkên edebî.,A,Di çalakiyên serxwebûna Hindistanê de neobedîya medenî redkirina çalak a qanûnên kolonyalî bû; rêbaza ne-şîddetî di gelek qonaxan de girîng bû.,3,Indian Independence Movement – historical overview,https://en.wikipedia.org/wiki/Indian_independence_movement,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0007,Cografya,ku-kmr,Haîtî li ser kîjan giravê ye?,"Li ser girava Hispaniola, di Karayîbê de.","Li ser girava Sicilia, di Deryaya Spî de.","Li ser girava Java, di Asyayê de.","Li ser girava Sakhalin, di Okyanûsa Pasîfîk de.",A,Haîtî li beşa rojavayî ya girava Hispaniola ya li Karayîbê ye; beşa rojhilatê giravê Komara Domînîkanê ye.,2,Haiti – Encyclopaedia Britannica,https://www.britannica.com/place/Haiti,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0008,Cografya,ku-kmr,"Di çarçoveya UNESCO de, çima kevneşopiyên komên cuda bi heman navê «mirasê devkî» dikarin bên dîtin?","Ji ber ku mirasê devkî dikare di nav komên cuda de were parvekirin, were adaptekirin û bi nifşan re biguhere.",Ji ber ku UNESCO tenê mirasa yek welatê qebûl dike.,Ji ber ku kevneşopî divê her tim heman formê biparêze.,Ji ber ku mirasê devkî tenê li bajarên mezin heye.,A,UNESCO mirasa bê-maddî wekî tiştekî dinamik û berfireh dide pênasekirin ku dikare di nav komên cuda de were parvekirin û biguhere.,2,What is Intangible Cultural Heritage? – UNESCO,https://ich.unesco.org/en/what-is-intangible-heritage-00003?lang=en,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0009,Çand,ku-kmr,"Li gorî UNESCO, kîjan yek ji qadên mirasa bê-maddî ye?",Kevneşopiyên devkî û hunerên performansê.,Tenê avahiyên kevirî yên kevn.,Tenê arşîvên dewletê.,Tenê pere û amûrên bazirganiyê.,A,"UNESCO di nav qadên mirasa bê-maddî de kevneşopiyên devkî, hunerên performansê, pratîkên civakî, zanînên li ser xwezayê û hunera destkariyê dide hejmartin.",2,Intangible Heritage Domains – UNESCO,https://ich.unesco.org/en/intangible-heritage-domains-00052,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general1_0010,Çand,ku-kmr,"Li gorî UNESCO, çi taybetmendî mirasa bê-maddî ji miraseke tenê muze-yê cuda dike?","Ew di jiyanê de tê domandin, diguhere û ji nifşekê bo nifşekî din tê veguhastin.",Ew divê her tim bê guherîn bimîne.,Ew tenê li ser dîroka padîşahan raweste.,Ew tenê bi tiştên maddî tê pênasekirin.,A,UNESCO mirasa bê-maddî wekî miraseke zindî dide pênasekirin ku di veguhastinê de diguhere û di jiyana rojane ya koman de wate digire.,3,Frequently Asked Questions – UNESCO Intangible Heritage,https://ich.unesco.org/en/faq-01058,PENDING_EDITORIAL_APPROVAL,"Genel kültür ve dünya tarihinden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
