id,category_key,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_title,source_url,publication_status,quality_note,source_candidate_id
opentdb_translated_3_0001,Çand,ku-kmr,Le Corbusier bi taybetî bi kîjan şêwazê mîmariyê re tê girêdan?,Mîmariya modern.,Mîmariya gotîk.,Barok.,Rokoko.,A,Le Corbusier yek ji kesayetiyên girîng ên mîmariya modern bû.,2,Open Trivia Database API,https://opentdb.com/api_config.php,PENDING_EDITORIAL_APPROVAL,OpenTDB adayından seçildi; Kurmancî çeviri ve editoryal uyarlama yapıldı.,opentdb_0010
opentdb_translated_3_0002,Paradigma,ku-kmr,"Li El Teniente ya li Şîlê, kîjan metal tê derxistin?",Zêr.,Nîkel.,Alûmînyum.,Sifir.,D,El Teniente wekî yek ji mezintirîn kanên binerdî yên sifirê tê naskirin.,2,Open Trivia Database API,https://opentdb.com/api_config.php,PENDING_EDITORIAL_APPROVAL,OpenTDB adayından seçildi; Kurmancî çeviri ve editoryal uyarlama yapıldı.,opentdb_0018
opentdb_translated_3_0003,Dîrok,ku-kmr,"Di navbera serokên Dewletên Yekbûyî de, kî bi rishê herî dirêj tê naskirin?",John F. Kennedy.,Theodore Roosevelt.,Abraham Lincoln.,Thomas Jefferson.,C,Di triviaya OpenTDB de Abraham Lincoln wek serokê bi rishê herî dirêj tê naskirin.,1,Open Trivia Database API,https://opentdb.com/api_config.php,PENDING_EDITORIAL_APPROVAL,OpenTDB adayından seçildi; Kurmancî çeviri ve editoryal uyarlama yapıldı.,opentdb_0210
opentdb_translated_3_0004,Dîrok,ku-kmr,Gerald Ford di kîjan salê de bû serokê Dewletên Yekbûyî?,1980.,1974.,1972.,1976.,B,Gerald Ford di 1974-an de piştî îstifaya Richard Nixon bû serok.,1,Open Trivia Database API,https://opentdb.com/api_config.php,PENDING_EDITORIAL_APPROVAL,OpenTDB adayından seçildi; Kurmancî çeviri ve editoryal uyarlama yapıldı.,opentdb_0215
opentdb_translated_3_0005,Siyaset,ku-kmr,Kîjan welatê Giravên Pasîfîkê di bin monarşiyeke destûrî de ye?,Tonga.,Nauru.,Palau.,Mikronezya.,A,Tonga monarşiyeke destûrî ye û di nav welatên Giravên Pasîfîkê de cih digire.,2,Open Trivia Database API,https://opentdb.com/api_config.php,PENDING_EDITORIAL_APPROVAL,OpenTDB adayından seçildi; Kurmancî çeviri ve editoryal uyarlama yapıldı.,opentdb_0216
opentdb_translated_3_0006,Siyaset,ku-kmr,"Li gorî Destûra Dewletên Yekbûyî, kes divê kêmî çend salî be da ku bibe serok?",25 salî.,30 salî.,40 salî.,35 salî.,D,Destûra Dewletên Yekbûyî şert dike ku namzedê serokatiyê herî kêm 35 salî be.,1,Open Trivia Database API,https://opentdb.com/api_config.php,PENDING_EDITORIAL_APPROVAL,OpenTDB adayından seçildi; Kurmancî çeviri ve editoryal uyarlama yapıldı.,opentdb_0217
opentdb_translated_3_0007,Çand,ku-kmr,Edvard Munch bi qasî çend guhertoyên bi boyax û pastel ên 'The Scream' çêkirine?,Du.,Deh.,Çar.,Yek.,C,Edvard Munch bi çend guhertoyên boyax û pastel ên The Scream tê naskirin; di pirsê OpenTDB de bersiva rast çar e.,2,Open Trivia Database API,https://opentdb.com/api_config.php,PENDING_EDITORIAL_APPROVAL,OpenTDB adayından seçildi; Kurmancî çeviri ve editoryal uyarlama yapıldı.,opentdb_0259
opentdb_translated_3_0008,Çand,ku-kmr,Wêneyê Salvador Dalí ya 'The Persistence of Memory' di kîjan salê de hate qedandin?,1951.,1931.,1921.,1941.,B,The Persistence of Memory di 1931-an de hate qedandin.,1,Open Trivia Database API,https://opentdb.com/api_config.php,PENDING_EDITORIAL_APPROVAL,OpenTDB adayından seçildi; Kurmancî çeviri ve editoryal uyarlama yapıldı.,opentdb_0265
opentdb_translated_3_0009,Çand,ku-kmr,Logoya Chupa Chupsê kî sêwirand?,Salvador Dalí.,Pablo Picasso.,Joan Miró.,Henri Matisse.,A,Logoya Chupa Chupsê ji aliyê Salvador Dalí ve hatiye sêwirandin.,2,Open Trivia Database API,https://opentdb.com/api_config.php,PENDING_EDITORIAL_APPROVAL,OpenTDB adayından seçildi; Kurmancî çeviri ve editoryal uyarlama yapıldı.,opentdb_0267
opentdb_translated_3_0010,Çand,ku-kmr,Wêneyê 'The Scream' kî kişandiye?,Claude Monet.,Pablo Picasso.,Paul Klee.,Edvard Munch.,D,The Scream berhema hunermendê norwêcî Edvard Munch e.,1,Open Trivia Database API,https://opentdb.com/api_config.php,PENDING_EDITORIAL_APPROVAL,OpenTDB adayından seçildi; Kurmancî çeviri ve editoryal uyarlama yapıldı.,opentdb_0268
opentdb_translated_3_0011,Paradigma,ku-kmr,"Li gorî OpenTDB, teorîya Big Bang yekem car ji aliyê kîjan kesayetiyê ve hate pêşniyarkirin?",Galileo Galilei.,Charles Darwin.,Georges Lemaître.,Isaac Newton.,C,"Georges Lemaître, fizikzan û keşîşê katolîk, di pêşxistina fikirê Big Bang de roleke bingehîn hebû.",2,Open Trivia Database API,https://opentdb.com/api_config.php,PENDING_EDITORIAL_APPROVAL,OpenTDB adayından seçildi; Kurmancî çeviri ve editoryal uyarlama yapıldı.,opentdb_0061
opentdb_translated_3_0012,Paradigma,ku-kmr,Nexweşiya Alzheimerê bi taybetî kîjan beşê laşê mirovan bandor dike?,Hestî.,Mêjî.,Dil.,Rîve.,B,Alzheimer nexweşiyeke neurolojîk e ku bi taybetî mêjî û bîranîna mirovan bandor dike.,2,Open Trivia Database API,https://opentdb.com/api_config.php,PENDING_EDITORIAL_APPROVAL,OpenTDB adayından seçildi; Kurmancî çeviri ve editoryal uyarlama yapıldı.,opentdb_0062
