id,category_key,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_title,source_url,publication_status,quality_note
general6_0001,Dîrok,ku-kmr,Rêyên Îpekê di dîroka cîhanê de bi çi awayî tên naskirin?,"Wek torên rêyên ku civakên Asya, Asyaya Navîn, Rojhilat û Rojava bi hev ve girê didan.",Wek rêyekê ku tenê ji bo veguhastina îpekê hatiye çêkirin.,Wek sînorê yek dewletê ku qet neguhere.,Wek rêyên ku tenê di navbera du bajarên Ewropayê de hebûn.,A,"UNESCO Rêyên Îpekê wek torên rêyên têkildar dide naskirin ku civakên Asya, Asyaya Navîn, Rojhilata Nêzîk û herêmên din bi hev ve girê didan.",1,Silk Roads: Chang'an–Tianshan Corridor – UNESCO,https://whc.unesco.org/en/list/1442/,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general6_0002,Dîrok,ku-kmr,"Di Rêyên Îpekê de, ji bilî malan, çi tiştên din di navbera civakan de diguhestin?","Fikir, zanîn, bawerî, huner û şêwazên jiyanê jî dikaribûn bi rêya têkiliyên dirêj dûr bigihîjin herêmên din.",Tenê pere û amûrên şer.,Tenê zimanekî yekane.,Tenê avahiyên ku ji cihê xwe nayên guhestin.,A,"UNESCO bandorên Rêyên Îpekê bi danûstandina aborî, civakî û çandî re girêdide; rêwîtiya malan bi guherîna fikir û zanînê re jî têkildar bû.",2,Silk Roads Programme – UNESCO,https://www.unesco.org/en/silkroads?itok=djK9Uqx7,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general6_0003,Dîrok,ku-kmr,Çima dîroka Rêyên Îpekê nikare tenê wek dîroka bazirganiyê bê xwendin?,"Ji ber ku tevgera mirovan li ser wan rêyan bandorên siyasî, civakî û çandî jî çêkir.",Ji ber ku bazirganî di wan rêyan de qet nehat kirin.,Ji ber ku hemû civakên li ser rêyan yek çand bûn.,Ji ber ku rêyên îpekê tenê di sedsala nûjen de hatin çêkirin.,A,UNESCO diyar dike ku tevgera dirêj-dûr li ser Rêyên Îpekê bandorên fireh li ser civakên ku hev re rû bi rû dibûn çêkir.,2,Silk Roads: Chang'an–Tianshan Corridor – UNESCO,https://whc.unesco.org/en/list/1442/,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general6_0004,Dîrok,ku-kmr,"Di parastina malperên dîrokî yên Rêyên Îpekê de, çima hevkariya çend welatan girîng e?",Ji ber ku rê û dîroka wan ji sînorên yek welatê derbas dibe û bi hev re têgihiştina mîrasê baştir dike.,Ji ber ku yek welat dikare hemû dîroka herêmê bê nîqaş nûsîne.,Ji ber ku malperên dîrokî ji civakên herêmî veqetandî ne.,Ji ber ku hevkarî tenê ji bo sazkirina rêyên nû ye.,A,Proje û malperên Rêyên Îpekê gelek herêm û dewlet digirin; parastina wan bi hevkariya navneteweyî û bi rêzgirtina civakên herêmî re pêwendîdar e.,3,Silk Roads Programme – UNESCO,https://www.unesco.org/en/silkroads?itok=djK9Uqx7,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general6_0005,Siyaset,ku-kmr,"Li gorî Danezana Gerdûnî ya Mafên Mirovan, ew danezan çi armanc dide pêş?",Wek standardeke hevpar ji bo rêzgirtin û parastina maf û azadiyên bingehîn ên hemû mirovan.,Wek qanûnek ku tenê ji bo yek bajarê taybet e.,Wek peymaneke bazirganiyê di navbera dewletan de.,Wek belgeyek ku mafên mirovan ji perwerdehiyê dûr dixe.,A,Neteweyên Yekbûyî Danezanê wek standardeke hevpar ji bo hemû gel û neteweyan dide pêşkêşkirin.,1,Universal Declaration of Human Rights – United Nations,https://www.un.org/en/about-us/universal-declaration-of-human-rights/,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general6_0006,Siyaset,ku-kmr,"Di Danezana Mafên Mirovan de, çima perwerde wekî amûreke girîng tê dîtin?",Ji bo ku rêzgirtina maf û azadiyan bi hînkirin û fêrbûnê ve were pêşxistin.,Ji ber ku perwerde divê tenê ji bo kesên dewlemend be.,Ji ber ku perwerde mafên mirovan kêm dike.,Ji ber ku hînkirin bi jiyana civakî re têkildar nîne.,A,Danezanê daxwaz dike ku rêzgirtina maf û azadiyan bi rêya hînkirin û perwerdehiyê bê pêşxistin.,2,Universal Declaration of Human Rights – United Nations,https://www.un.org/en/about-us/universal-declaration-of-human-rights/,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general6_0007,Siyaset,ku-kmr,Kîjan nêrîn bi awayekî rast mafên mirovan wekî mafên gerdûnî dide naskirin?,"Maf dikarin ji bo hemû mirovan bêyî cudahî li ser bingeha nasname, ol, ziman an cihê jiyanê bên parastin.",Maf tenê ji bo kesên ku wekhev fikirîn derbasdar in.,Maf bi xwezayê ve tenê ji bo yek komê hatine veqetandin.,Maf divê li gorî hêza aborî ya kesan bên dayîn.,A,Danezana Gerdûnî ya Mafên Mirovan li ser rêzgirtina maf û azadiyên bingehîn ên hemû mirovan disekine.,2,Universal Declaration of Human Rights – United Nations,https://www.un.org/en/about-us/universal-declaration-of-human-rights/,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general6_0008,Siyaset,ku-kmr,Çima parastina mafên mirovan bi zanîna civakê û beşdarbûna wê re têkildar e?,"Ji ber ku kesên agahdar dikarin mafên xwe nas bikin, binpêkirinê bibînin û di çareseriya civakî de beşdar bibin.",Ji ber ku beşdarbûn divê ji pêvajoya mafan bê veqetandin.,Ji ber ku mafên mirovan tenê ji bo dadgehê ne.,Ji ber ku zanîn dikare rêzgirtina mafan kêm bike.,A,Danezanê perwerde û agahiyê wek rêyek ji bo pêşxistina rêzgirtina maf û azadiyan dide naskirin.,3,Universal Declaration of Human Rights – United Nations,https://www.un.org/en/about-us/universal-declaration-of-human-rights/,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general6_0009,Edebiyat,ku-kmr,"Di navbera çandên cuda de, çima wergerandin ji bo edebiyatê girîng e?","Ji ber ku dikare çîrok, helbest û fikirên zimanekî bigihîne xwînerên zimanên din.",Ji ber ku wergerandin divê nivîsê ji çanda wî veqetîne.,Ji ber ku wergerandin tenê ji bo belgeyên teknîkî ye.,Ji ber ku pirtûk divê tenê bi yek ziman bêne xwendin.,A,Wergerandin deriyekî di navbera ziman û çandan de vedike; ew dikare gihiştina çîrok û fikirên cuda berfireh bike.,1,UNESCO Digital Library,https://unesdoc.unesco.org/en/bibliotheque,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general6_0010,Edebiyat,ku-kmr,Çima pirtûkxaneyek navneteweyî dikare ji bo lêkolîna çandî çavkaniyeke hêja be?,Ji ber ku berhem û belgeyên ji qad û zimanên cuda berhev dike û gihiştina zanînê hêsan dike.,Ji ber ku pirtûkxane tenê pirtûkên yek welatê diparêze.,Ji ber ku lêkolîner nikarin çavkaniyên pirtûkxaneyê berawird bikin.,Ji ber ku pirtûkxane naveroka xwe ji civakê veşêre.,A,"UNESCO Library berhemên li ser perwerde, çand, zanistên civakî û qadên din ji çavkaniyên navneteweyî berhev dike.",2,UNESCO Library,https://www.uil.unesco.org/en/library,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general6_0011,Edebiyat,ku-kmr,"Di xwendina pirtûkekê ya ji çandeke din de, kîjan rêbaz herî baş e?",Hem naveroka nivîsê hem şertên dîrokî û çandî yên ku nivîs tê de hatiye afirandin binirxîne.,Tenê navê nivîskarê binêre û naverokê derbas bike.,Çanda nivîsê bi çand û jiyana xwe re wekhev bihesibîne.,Hemû wateyên çandî ji nivîsê derxe.,A,"Xwendina berawirdkar şertê dîrokî, zimanî û civakî jî li gel naveroka nivîsê dihesibîne.",3,UNESCO Digital Library,https://unesdoc.unesco.org/library/about,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general6_0012,Ziman,ku-kmr,"Li gorî UNESCO, perwerdeya pirzimanî dikare çi encamê bide?",Dikare fêrbûn û beşdarbûna xwendekarên ku zimanên cuda diaxivin zêde bike.,Dikare hemû zimanên malbatê ji dibistanê derxîne.,Dikare gihiştina zanînê tenê ji bo zimanekî sînorkirî bike.,Dikare zimanê dayikê ji jiyana xwendekarê veqetîne.,A,"UNESCO perwerdeya pirzimanî bi fêrbûna berfireh, gihiştina wekhev û beşdarbûna xwendekarên zimanên cuda re girêdide.",1,Languages Matter – UNESCO,https://www.unesco.org/en/articles/languages-matter-global-guidance-multilingual-education?hub=370,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
