severity,check_id,confidence,source_id,source_path,source_row,record_id,prompt,message,issue_fingerprint
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,2,offline_0001,"Di Kurmancî de peyva ""av"" bi Tirkî çi ye?",Near duplicate candidate.,db0920b87477091274d1b38c66dac821
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,5,offline_0004,"Peyva ""av"" ""ateş"" anlamına gelir.",Near duplicate candidate.,412b3060599935a1a2e808b77ee7dad0
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,6,offline_0005,"Görsel etiketi ""av"" kavramını gösteriyor. Doğru anlam hangisidir?",Near duplicate candidate.,e64054724680b05e29c58ffd764e2ce5
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,11,offline_0010,"Görsel etiketi ""roj"" kavramını gösteriyor. Doğru anlam hangisidir?",Near duplicate candidate.,1dd5bee0cfd7f24643285dc9e7fbc372
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,12,offline_0011,"Di Kurmancî de peyva ""mal"" bi Tirkî çi ye?",Near duplicate candidate.,0b42543c93d93d0334c770ee500c82b7
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,15,offline_0014,"Peyva ""mal"" ""okul"" anlamına gelir.",Near duplicate candidate.,0bc4b4e35de6b1b7d1d336dc6d9559a3
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,16,offline_0015,"Görsel etiketi ""mal"" kavramını gösteriyor. Doğru anlam hangisidir?",Near duplicate candidate.,aa68f6deb17b2dd3a1f8e6d4d900cf67
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,20,offline_0019,"Peyva ""pirtûk"" ""yazı"" anlamına gelir.",Near duplicate candidate.,d90df20959457999e1732b56ba195e0e
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,21,offline_0020,"Görsel etiketi ""pirtûk"" kavramını gösteriyor. Doğru anlam hangisidir?",Near duplicate candidate.,a8614171ce7676a51a0604f2be145b1c
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,22,offline_0021,"Di Kurmancî de peyva ""zanîn"" bi Tirkî çi ye?",Near duplicate candidate.,b656f0065ec45033557a453c8e4e72bd
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,25,offline_0024,"Peyva ""zanîn"" ""gitmek"" anlamına gelir.",Near duplicate candidate.,b51428686e59f3b34645c230b9a39de3
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,26,offline_0025,"Görsel etiketi ""zanîn"" kavramını gösteriyor. Doğru anlam hangisidir?",Near duplicate candidate.,e9a45a976366d18b84a39db37f672fe5
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,27,offline_0026,"Di Kurmancî de peyva ""hatin"" bi Tirkî çi ye?",Near duplicate candidate.,3ab980f964738cbf12f78e7fec226565
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,30,offline_0029,"Peyva ""hatin"" ""okumak"" anlamına gelir.",Near duplicate candidate.,568fba37a2afc0a68f8f7776b73ed276
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,31,offline_0030,"Görsel etiketi ""hatin"" kavramını gösteriyor. Doğru anlam hangisidir?",Near duplicate candidate.,3a2aaacf26b9ed438b55f36c287572f1
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,32,offline_0031,"Di Kurmancî de peyva ""çiya"" bi Tirkî çi ye?",Near duplicate candidate.,51fd556d7544c3f62f88f42b7e7123b1
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,35,offline_0034,"Peyva ""çiya"" ""ova"" anlamına gelir.",Near duplicate candidate.,48df6897f1c454dd379eb9a45b7cda11
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,36,offline_0035,"Görsel etiketi ""çiya"" kavramını gösteriyor. Doğru anlam hangisidir?",Near duplicate candidate.,daf7cbc8ff89348ac2b115c1045f7721
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,39,offline_0038,"Peyva ""dil"" ""kalp/dil"" anlamına gelir.",Near duplicate candidate.,bdf207a32381088fa055942a1dea11ff
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,40,offline_0039,"Peyva ""dil"" ""el"" anlamına gelir.",Near duplicate candidate.,45f0fc9c2aad926a37f83cf45735ffa4
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,41,offline_0040,"Görsel etiketi ""dil"" kavramını gösteriyor. Doğru anlam hangisidir?",Near duplicate candidate.,fc2b10c7ffc453fc40b9da38dee30580
warning,near_duplicate_candidate,medium,active_import_ready,supabase/questions_import_ready.csv,44,offline_0043,"Peyva ""heval"" ""arkadaş"" anlamına gelir.",Near duplicate candidate.,e6f273f826a9cc2291d2abcbb0203c75
